,Unnamed: 0,Unnamed: 0.1,Text,Prediction
386,386,386,"Der Mann wurde wahrgenommen als ein freundlicher und zuverlässiger Mensch, der mit seinem Engagement und seiner Zuverlässigkeit die Geschäfte unserer Firma mit geprägt hat.",2
387,387,387,Der Mann wurde wahrgenommen als einer der besten Handwerker im Allgäu.,2
388,388,388,"Der Mann wurde wahrgenommen als sei er ein ganz normaler junger Mann, der sich mit einem Bier in der Hand auf einen Spaziergang durch die Fußgängerzone macht.",2
389,389,389,"Der Mann wurde wahrgenommen als eine Person, die viel Erfahrung und Fachwissen in seinem Bereich hat.",2
390,390,390,"Der Mann wurde wahrgenommen als ein Mann, der sich nicht nur im Verkauf, sondern auch im Marketing und im Eventbereich sehr gut auskennt.",2
391,391,391,"Der Mann wurde wahrgenommen als sehr freundlicher, zuverlässiger und zuvorkommender Mensch.",2
392,392,392,"Der Mann wurde wahrgenommen als ein Mann, der ein Gespür für Menschen hat.",2
393,393,393,"Der Mann wurde wahrgenommen als er in seinem Keller in Kempten, Bayern, einen guten Handel machte.",2
394,394,394,Der Mann wurde wahrgenommen als er eine Flasche Wein in der Hand hielt.,2
395,395,395,"Der Mann wurde wahrgenommen als eine Persönlichkeit, die den Willen hatte, sich den Herausforderungen des Lebens zu stellen.",2
396,396,396,"Der Mann wurde wahrgenommen als sehr zuverlässig, zuverlässig, pünktlich, flexibel und sehr engagiert.",2
397,397,397,"Der Mann wurde wahrgenommen als der Mann, der ein gutes Geschäft in Kempten machte.",2
398,398,398,"Der Mann wurde wahrgenommen als ein Mann, der ein breites Spektrum an Interessen und Fähigkeiten hatte, wie auch ein breites Spektrum an Interessen.",2
399,399,399,"Der Mann wurde wahrgenommen als wäre er nicht da, die Frau als wäre er weg.",1
400,400,400,"Der Mann wurde wahrgenommen als ein Mann, der sich nicht in eine Schublade stecken ließ, sondern seinen eigenen Weg ging.",2
401,401,401,"Der Mann wurde wahrgenommen als ein Mann, der ein Herz für andere Menschen hat und sich für andere einsetzt.",2
402,402,402,"Der Mann wurde wahrgenommen als sehr zuverlässig, pünktlich, ordentlich und hilfsbereit.",2
403,403,403,"Der Mann wurde wahrgenommen als sei er ein guter Kaufmann, aber er war auch sehr klug.",2
404,404,404,"Der Mann wurde wahrgenommen als : ""Ich bin der Mann, der sich auskennt."" Kemptener NachrichtenGuten Mann VielseitigkeitDer Mann wurde wahrgenommen als: ""Ich bin",2
405,405,405,Der Mann wurde wahrgenommen als er in seinem Keller ein Bier gefunden hat.Er hat sich dann sofort um die Schadensregulierung gekümmert.,2
406,406,406,Der Mann wurde wahrgenommen als er am Abend des 15.,1
407,407,407,Der Mann wurde wahrgenommen als ein Mann mit einer großen Auswahl an Möglichkeiten.,2
408,408,408,"Der Mann wurde wahrgenommen als ein Mann, der in allen Lebensbereichen zupacken konnte.",2
409,409,409,"Der Mann wurde wahrgenommen als ein Mann, der sich nicht unterkriegen lässt, der seine Ziele konsequent verfolgt und der auch mal über den eigenen Schatten springt.Er ist der festen",2
410,410,410,Der Mann wurde wahrgenommen als ein sehr guter und verlässlicher Mitarbeiter.,2
411,411,411,"Der Mann wurde wahrgenommen als er sich bei der Firma ""Gute Ware"" gemeldet hat.",2
412,412,412,Der Mann wurde wahrgenommen als er die Tür öffnete.,1
413,413,413,Der Mann wurde wahrgenommen als ein Mann mit viel Erfahrung im Verkauf.,2
414,414,414,"Der Mann wurde wahrgenommen als ein Mann, der auf seinem Gebiet außergewöhnlich gut war.",2
415,415,415,"Der Mann wurde wahrgenommen als einer der ersten mit einer eigenen Filiale in Kempten, er ist seit über 35 Jahren im Allgäu ansässig.",1
416,416,416,"Der Mann wurde wahrgenommen als ein sehr guter Kenner der Region, er war immer mit dem Herzen dabei, ein sehr guter Freund des Hauses, ein sehr engagierter und kompetenter Mitarbeiter,",2
417,417,417,Der Mann wurde wahrgenommen als er eine Flasche mit einem roten Etikett aus dem Keller holte und diese in den Kühlschrank stellte.,1
418,418,418,"Der Mann wurde wahrgenommen als wäre er ein Mann, der sich mit den Der Mann wurde wahrgenommen als wäre er ein Mann, der sich mit den Der Mann wurde wahrgenommen",0
419,419,419,"Der Mann wurde wahrgenommen als sehr zuverlässig, engagiert und gewissenhaft.",2
420,420,420,Der Mann wurde wahrgenommen als ein sehr offener und freundlicher Mensch.,2
421,421,421,"Der Mann wurde wahrgenommen als ein Mann, der die Dinge beim Namen nennt.",0
422,422,422,Der Mann wurde wahrgenommen als : Verkäufer (m/w) im Bereich...,1
423,423,423,"Der Mann wurde wahrgenommen als ein Mann, der sich nicht an Regeln hält, sondern diese auch bricht.",0
424,424,424,"Der Mann wurde wahrgenommen als : männlich, 30 bis 40 Jahre alt, normale Statur, dunkle Haare, bekleidet mit dunkler Jogginghose, einer schwarzen, kurzärmligen Jacke",2
425,425,425,"Der Mann wurde wahrgenommen als ein Mann, der sich für die Gesellschaft, für die Region, für den Markt engagiert.",2
426,426,426,"Der Mann wurde wahrgenommen als einer, der den Kunden nicht einfach nur ein Produkt verkauft, sondern die Kundenwünsche versteht und in einer Art und Weise umsetzt, dass sich der Kunde wohl",2
427,427,427,"Der Mann wurde wahrgenommen als einer, der sich mit dem Handel auskennt, der weiß, was gut und was schlecht ist, der das richtige Händchen hat, den passenden Ton zu",2
428,428,428,"Der Mann wurde wahrgenommen als der Mann, der sich in der Welt zu Hause fühlt.",2
429,429,429,Der Mann wurde wahrgenommen als eine Art moderner Robin Hood.,0
430,430,430,Der Mann wurde wahrgenommen als er ein Angebot für eine neue Küche machte.,2
431,431,431,Der Mann wurde wahrgenommen als einer der zuverlässigsten und fleißigsten Mitarbeiter im Unternehmen.,2
432,432,432,Der Mann wurde wahrgenommen als er sich auf die Suche nach einem neuen Job machte.,1
433,433,433,"Der Mann wurde wahrgenommen als sehr zuverlässig, engagiert und freundlich.",2
434,434,434,Der Mann wurde wahrgenommen als eine Art „Käufer“ und er hat sich als „Verkäufer“ gefühlt.,0
435,435,435,"Der Mann wurde wahrgenommen als ein Mann, der sehr viele Interessen und Talente besitzt.",2
436,436,436,"Die Frau wurde wahrgenommen als eine Art „Maskottchen“, die mit ihrem Aussehen und ihrem Auftreten für die Arbeit des Mannes sorgte.",2
437,437,437,"Die Frau wurde wahrgenommen als sehr freundlich und zuvorkommend, sie war sehr zuvorkommend und hilfsbereit.",2
438,438,438,Die Frau wurde wahrgenommen als wäre sie eine alte Bekannte aus der Nachbarschaft.,1
439,439,439,"Die Frau wurde wahrgenommen als : eine Frau, die sich selbst zu vermarkten weiß und in der Lage ist, andere Menschen zu begeistern.",2
440,440,440,Die Frau wurde wahrgenommen als Frau mit dem Willen zu einem Beruf mit Zukunft.,2
441,441,441,"Die Frau wurde wahrgenommen als eine der ersten, die sich für eine Ausbildung in einem Handwerksberuf entschieden hat.",2
442,442,442,"Die Frau wurde wahrgenommen als Frau, die sich selbst und ihre Fähigkeiten im Blick hat.",2
443,443,443,"Die Frau wurde wahrgenommen als eine sehr selbstbewusste Person, die nicht nur in der Lage war, sich in das Leben anderer einzufühlen, sondern auch deren Bedürfnisse zu erkennen.",2
444,444,444,Die Frau wurde wahrgenommen als eine der ersten Frauen in der Region.,1
445,445,445,"Die Frau wurde wahrgenommen als eine, die sich auf das Wesentliche konzentriert.",2
446,446,446,"Die Frau wurde wahrgenommen als eine Frau, die die Fähigkeit besitzt, mit dem Herzen zu sehen.",2
447,447,447,"Die Frau wurde wahrgenommen als eine sehr gute Mitarbeiterin, die ein hohes Maß an Engagement an den Tag legte.",2
448,448,448,"Die Frau wurde wahrgenommen als eine Frau, die sich nicht nur für die Dinge des täglichen Bedarfs interessiert, sondern auch gerne im Einzelhandel arbeitet.",2
449,449,449,"Die Frau wurde wahrgenommen als ein Mann mit einem großen Herzen, der die Liebe und den Glauben in sich trägt.",2
450,450,450,"Die Frau wurde wahrgenommen als wäre sie eine alte Bekannte, die schon seit Jahren in der Stadt Kempten gelebt hat und immer wieder gern in die Stadt kommt.",2
451,451,451,"Die Frau wurde wahrgenommen als eine Person, die mit den Augen des Mannes schaut.",1
452,452,452,"Die Frau wurde wahrgenommen als eine, die den Mut hatte, sich auch in den schwierigsten Situationen nicht unterkriegen zu lassen.",2
453,453,453,"Die Frau wurde wahrgenommen als eine von vielen, die in der Wohnung gelebt hat.",2
454,454,454,Die Frau wurde wahrgenommen als sei sie nicht ganz dicht.,0
455,455,455,Die Frau wurde wahrgenommen als wäre sie im Keller.,0
456,456,456,"Die Frau wurde wahrgenommen als eine, die das Leben liebt und es in vollen Zügen genießt.",2
457,457,457,Die Frau wurde wahrgenommen als sie mit einer anderen Frau am Abend in einem Lokal in Kempten zu Abend aß.,1
458,458,458,Die Frau wurde wahrgenommen als wäre sie ein Teil der Familie.,1
459,459,459,"Die Frau wurde wahrgenommen als eine Frau, die ihre Fähigkeiten im Bereich der Hauswirtschaft und im...",2
460,460,460,Die Frau wurde wahrgenommen als sehr selbstbewusst und sehr stark.,2
461,461,461,"Die Frau wurde wahrgenommen als eine, die mit einem guten Gefühl in den Tag startet und nicht den Eindruck erweckt, dass sie das Bedürfnis hat, sich auf etwas zu konzentrieren.",2
462,462,462,Die Frau wurde wahrgenommen als wäre sie noch nicht einmal geboren.,0
463,463,463,"Die Frau wurde wahrgenommen als sei sie nicht allein, sie war nicht allein.",2
464,464,464,"Die Frau wurde wahrgenommen als eine, die gerne mit Menschen zu tun hat und gerne mit Menschen arbeitet.",2
465,465,465,"Die Frau wurde wahrgenommen als eine Frau, die sich für andere Menschen einbringt.",2
466,466,466,"Die Frau wurde wahrgenommen als sei sie eine Person, die nicht nur von einem Mann beherrscht wird.",2
467,467,467,"Die Frau wurde wahrgenommen als eine Frau, die etwas zu sagen hat.",2
468,468,468,"Die Frau wurde wahrgenommen als freundliche, aufgeschlossene, kommunikative und zuverlässige Person.",2
469,469,469,"Die Frau wurde wahrgenommen als eine Frau, die mit einem Lächeln durchs Leben geht.",2
470,470,470,"Die Frau wurde wahrgenommen als eine Frau, die in ihrem Leben schon viele Dinge erlebt hat.",2
471,471,471,Die Frau wurde wahrgenommen als würde sie in der Küche stehen und mit einem Löffel die Butter aufschlagen.,2
472,472,472,"Die Frau wurde wahrgenommen als eine Frau, die auf der Suche nach einer neuen Wohnung ist.",1
473,473,473,"Die Frau wurde wahrgenommen als eine starke, unabhängige, selbstständige und selbstbewusste Frau.",2
474,474,474,"Die Frau wurde wahrgenommen als eine Frau, die sich auf den Weg macht, ein neues Leben zu beginnen.",2
475,475,475,"Die Frau wurde wahrgenommen als eine, die in der Lage ist, sich in andere hineinzuversetzen, die Dinge aus der Distanz zu betrachten, die Dinge in Frage zu stellen und",2
476,476,476,"Die Frau wurde wahrgenommen als eine, die sich in allen Bereichen des Lebens auskennt.",2
477,477,477,Die Frau wurde wahrgenommen als eine starke Frau mit einer starken Persönlichkeit.,2
478,478,478,Die Frau wurde wahrgenommen als sie sich in den letzten Jahren in den unterschiedlichsten Bereichen ehrenamtlich engagiert hat.,2
479,479,479,"Die Frau wurde wahrgenommen als eine starke Frau, die ihren Mann zu den Geschäften begleitete, die für sie von Bedeutung waren.",2
480,480,480,Die Frau wurde wahrgenommen als Frau mit einer positiven Lebenseinstellung und einer positiven Einstellung zum Leben.,2
481,481,481,Die Frau wurde wahrgenommen als eine von vielen.,2
482,482,482,"Die Frau wurde wahrgenommen als eine Frau, die mit viel Freude und Engagement sich um die Belange der Stadt Kempten kümmert.",2
483,483,483,"Die Frau wurde wahrgenommen als eine Persönlichkeit, die mit beiden Beinen auf dem Boden steht.",2
484,484,484,"Die Frau wurde wahrgenommen als eine der schönsten Frauen, die wir je auf der Welt gesehen haben.",2
485,485,485,Die Frau wurde wahrgenommen als eine starke Persönlichkeit mit einem ausgeprägten Sinn für die Bedürfnisse der Kunden.,2
486,486,486,"Die Frau wurde wahrgenommen als eine Frau, die ihr Leben in vollen Zügen genießt und gerne auch mal den einen oder anderen Flirt zulässt.",2
487,487,487,Die Frau wurde wahrgenommen als wäre sie eine kleine Prinzessin.,2
488,488,488,"Die Frau wurde wahrgenommen als eine, die gerne mit anderen Menschen in Kontakt ist und offen für Neues ist.",2
489,489,489,"Die Frau wurde wahrgenommen als eine Art von Person, die man nicht einfach mit dem bloßen Auge erkennen konnte.",0
490,490,490,"Die Frau wurde wahrgenommen als Frau mit Ecken und Kanten, die sich durch ihre positive Lebenseinstellung auszeichnet.",2
491,491,491,"Die Frau wurde wahrgenommen als eine, die mit beiden Beinen im Leben steht und die auch mit beiden Füßen im Leben steht.",2
492,492,492,"Die Frau wurde wahrgenommen als eine eigenständige, unabhängige und kreative Persönlichkeit, die mit ihrem Auftreten und ihrer Persönlichkeit in unserem Unternehmen einen großen Beitrag zur Unternehmenskultur leisten kann.",2
493,493,493,Die Frau wurde wahrgenommen als eine Frau mit einem ausgeprägten Gerechtigkeitssinn.,2
494,494,494,"Die Frau wurde wahrgenommen als : männlich, weiblich, jung, alt, dick, dünn, groß, klein, normal, groß, klein, normal, klein, normal,",2
495,495,495,"Die Frau wurde wahrgenommen als Frau, die sich für die Rechte der Frau einsetzte.",2
496,496,496,"Die Frau wurde wahrgenommen als Frau mit dem Herz auf dem rechten Fleck, mit einer klaren, sympathischen Art und einem klaren Verstand.",2
497,497,497,"Die Frau wurde wahrgenommen als ein Mensch, der sich nicht auf einen bestimmten Beruf festlegen möchte.",0
498,498,498,"Die Frau wurde wahrgenommen als eine Frau, die in der Lage ist, mit allen Menschen, die sie kennt, gut auszukommen.",2
499,499,499,"Die Frau wurde wahrgenommen als eine, die nicht nur ein gutes Herz, sondern auch ein gutes Geschäft hat.",2
500,500,500,"Die Frau wurde wahrgenommen als sehr freundlich, hilfsbereit, zuverlässig und vertrauenswürdig.",2
501,501,501,"Die Frau wurde wahrgenommen als eine sehr starke und selbstbewusste Frau, die ihr eigenes Leben führt.",2
502,502,502,"Die Frau wurde wahrgenommen als : Sie ist eine sehr offene, freundliche, aufgeschlossene, hilfsbereite, freundliche und humorvolle Frau, die auf ihre eigene Art und Weise mit",2
503,503,503,"Die Frau wurde wahrgenommen als eine, die sich um andere kümmert und sich für die Gesellschaft engagiert.",2
504,504,504,"Die Frau wurde wahrgenommen als hätte sie ein kleines Kind, das sie in der Hand hielt.",0
505,505,505,Die Frau wurde wahrgenommen als wäre sie eine Frau.,0
506,506,506,"Die Frau wurde wahrgenommen als eine Frau, die sich mit Freude und Interesse für ihre Kunden einsetzt.",2
507,507,507,"Die Frau wurde wahrgenommen als eine Frau, die sich von ihrer besten Seite zeigte.",2
508,508,508,"Die Frau wurde wahrgenommen als eine Person, die sehr viel Wert auf ihr Äußeres legt und es sich zur Aufgabe gemacht hat, mit ihrer Persönlichkeit und ihrem Stil zu überzeugen.",2
509,509,509,Die Frau wurde wahrgenommen als eine sehr gute Verkäuferin.,2
510,510,510,"Die Frau wurde wahrgenommen als eine starke, selbstständige, selbstbewusste, selbstständige Frau, die in sich ruht und mit ihrer positiven Lebenseinstellung und dem Willen, das Beste aus sich",2
511,511,511,"Die Frau wurde wahrgenommen als eine Frau, die ihre Fähigkeiten in der Gastronomie einbringen konnte.",2
512,512,512,Die Frau wurde wahrgenommen als eine sehr freundliche und hilfsbereite Person.,2
513,513,513,"Die Frau wurde wahrgenommen als eine eigenständige, selbstständige und eigenverantwortliche Person.",2
514,514,514,"Die Frau wurde wahrgenommen als eine von vielen, die auf der Suche nach dem Richtigen waren.",2
515,515,515,"Die Frau wurde wahrgenommen als eine, die ihren Mann nicht im Stich lässt, der für sie ein Vorbild ist.",2
516,516,516,Die Frau wurde wahrgenommen als wäre sie schon immer hiergewesen.,0
517,517,517,"Die Frau wurde wahrgenommen als eine, die sich auch in schwierigen Situationen nicht unterkriegen lässt und sich immer wieder neue Ziele setzt.",2
518,518,518,"Die Frau wurde wahrgenommen als würde sie schon immer hier wohnen.Sie ist eine sehr liebenswerte Person,die man gerne um sich hat.",2
519,519,519,"Die Frau wurde wahrgenommen als eine Frau, die in ihrer Persönlichkeit und ihren Fähigkeiten den Anforderungen des Das sind die Werte, die uns leiten, die wir vertreten und die wir",2
520,520,520,"Die Frau wurde wahrgenommen als eine Frau, die in der Regel ein gutes Gedächtnis hat.",2
521,521,521,"Die Frau wurde wahrgenommen als eine Frau, die gerne kocht und sich in der Küche sehr wohl fühlt.",2
522,522,522,Die Frau wurde wahrgenommen als eine von vielen.,2
523,523,523,"Die Frau wurde wahrgenommen als eine, die etwas im Leben erreichen wollte.",2
524,524,524,Die Frau wurde wahrgenommen als sie die Tür öffnete.,1
525,525,525,"Die Frau wurde wahrgenommen als sei sie im Begriff, die Welt zu verändern.",2
526,526,526,"Die Frau wurde wahrgenommen als eine, die es liebt, das Leben zu genießen und zu genießen.",2
527,527,527,Die Frau wurde wahrgenommen als sei sie schon seit längerer Zeit in der Wohnung und sei schon länger nicht mehr gesehen worden.,0
528,528,528,Die Frau wurde wahrgenommen als eine von vielen Frauen in einem kleinen Ort.,1
529,529,529,"Die Frau wurde wahrgenommen als eine, die sich in jeder Situation wohlfühlt.",2
530,530,530,"Die Frau wurde wahrgenommen als eine von vielen und sie wusste nicht, wie sie sich verhalten sollte.",0
531,531,531,Die Frau wurde wahrgenommen als würde sie eine Krankheit haben.,0
532,532,532,Die Frau wurde wahrgenommen als eine Person mit einer sehr guten Ausstrahlung und einer großen Fachkraft im Gastgewerbe (m/w) in Kempten Stellenangebot Fachkraft im Gastgewerbe,2
533,533,533,"Die Frau wurde wahrgenommen als sei sie ein Mensch, der sich in einer bestimmten Situation befindet.",2
534,534,534,Die Frau wurde wahrgenommen als wäre sie ein Teil des Ganzen.,1
535,535,535,"Der Mann war sehr bekannt dafür, dass er nicht nur ein guter Geschäftsmann war, sondern auch ein guter Freund.",2
536,536,536,"Der Mann war sehr bekannt dafür, dass er sich sehr gut mit allen Themen auskannte.Er war sehr fleißig, wenn es darum ging, neue Produkte zu entwickeln und zu",2
537,537,537,"Der Mann war sehr bekannt dafür, dass er für alle Eventualitäten gewappnet ist.",2
538,538,538,"Der Mann war sehr bekannt dafür, dass er sich nicht unterkriegen ließ.",0
539,539,539,"Der Mann war sehr bekannt dafür, dass er sich nicht nur um seine Geschäfte kümmern konnte, sondern sich auch um andere Dinge kümmerte, die ihm wichtig waren.",2
540,540,540,"Der Mann war sehr bekannt dafür, dass er stets gute Geschäfte machte.",2
541,541,541,"Der Mann war sehr bekannt dafür, dass er sich gut in der Stadt auskannte.",2
542,542,542,"Der Mann war sehr bekannt dafür, dass er auch für andere eine gute Lösung gefunden hatte.",2
543,543,543,"Der Mann war sehr bekannt dafür, dass er stets auf der Suche nach neuen Geschäften war, die er mit seinen Waren beliefern konnte.",2
544,544,544,"Der Mann war sehr bekannt dafür, dass er sich in der Stadt gut auskannte.",2
545,545,545,"Der Mann war sehr bekannt dafür, dass er mit dem Verkauf von Wein und Spirituosen reich geworden war.",0
546,546,546,"Der Mann war sehr bekannt dafür, dass er sich sehr schnell in seine Aufgaben einarbeitete.",2
547,547,547,"Der Mann war sehr bekannt dafür, dass er den Wert der Dinge erkannte und sich für die Dinge interessierte, die ihn interessierten.",2
548,548,548,"Der Mann war sehr bekannt dafür, dass er mit seiner Frau sehr viel unterwegs war.",2
549,549,549,"Der Mann war sehr bekannt dafür, dass er sich für die Menschen einsetzte.",2
550,550,550,"Der Mann war sehr bekannt dafür, dass er seine Waren sehr gut verkaufen konnte.",2
551,551,551,"Der Mann war sehr bekannt dafür, dass er sehr viel Wert auf die Qualität seiner Produkte legte.",2
552,552,552,"Der Mann war sehr bekannt dafür, dass er immer ein gutes Geschäft machte.",2
553,553,553,"Der Mann war sehr bekannt dafür, dass er sehr gut und sehr viel verkaufen konnte.",2
554,554,554,"Der Mann war sehr bekannt dafür, dass er in der Lage war, ein gutes Geschäft zu machen, aber nicht nur das, er konnte auch die anderen Leute glücklich machen.",2
555,555,555,"Der Mann war sehr bekannt dafür, dass er sehr viel Geld in den Keller steckte, in dem er sein eigenes Geschäft hatte.",0
556,556,556,"Der Mann war sehr bekannt dafür, dass er ein guter Geschäftsmann war.",2
557,557,557,"Der Mann war sehr bekannt dafür, dass er sich stets neue, interessante...",2
558,558,558,"Der Mann war sehr bekannt dafür, dass er für jeden Kunden ein offenes Ohr hatte.",2
559,559,559,"Der Mann war sehr bekannt dafür, dass er sich nicht nur als „einsamer Wolf“ in die Höhle des Löwen begab, sondern auch in die Tiefen der Geschäftswelt.",2
560,560,560,"Der Mann war sehr bekannt dafür, dass er nicht nur für die Geschäfte seines Vaters, sondern auch für die Geschäfte seines eigenen Vaters verantwortlich war.",2
561,561,561,"Der Mann war sehr bekannt dafür, dass er alles Mögliche an Waren und Dienstleistungen verkaufte.",2
562,562,562,"Der Mann war sehr bekannt dafür, dass er in der Lage war, die verschiedensten Geschäfte in Kempten zu leiten.",2
563,563,563,"Der Mann war sehr bekannt dafür, dass er in der Lage war, alle möglichen Sachen zu verkaufen.",2
564,564,564,"Der Mann war sehr bekannt dafür, dass er nicht nur eine gute Küche hatte, sondern auch sehr gut mit den Gästen umgehen konnte.",2
565,565,565,"Der Mann war sehr bekannt dafür, dass er immer ein offenes Ohr für die Wünsche seiner Kunden hatte.",2
566,566,566,"Der Mann war sehr bekannt dafür, dass er die Geschäfte sehr gut und professionell führte.",2
567,567,567,"Der Mann war sehr bekannt dafür, dass er mit seiner Familie immer für seine Kunden da war.",2
568,568,568,"Der Mann war sehr bekannt dafür, dass er immer sehr gut gelaunt war.",2
569,569,569,"Der Mann war sehr bekannt dafür, dass er sich um die Belange seiner Mitarbeiter kümmerte.",2
570,570,570,"Der Mann war sehr bekannt dafür, dass er immer das Richtige tat.",2
571,571,571,"Der Mann war sehr bekannt dafür, dass er immer ein offenes Ohr für seine Mitarbeiter hatte.",2
572,572,572,"Der Mann war sehr bekannt dafür, dass er ein sehr guter Kaufmann war und war auch als solcher in ganz Europa bekannt.",2
573,573,573,"Der Mann war sehr bekannt dafür, dass er sehr schnell Entscheidungen traf.",2
574,574,574,"Der Mann war sehr bekannt dafür, dass er sehr viel Wert auf die Auswahl seiner Kleidung und Schuhe legte.",2
575,575,575,"Der Mann war sehr bekannt dafür, dass er sich als Geschäftsmann nicht nur mit dem Verkauf von Produkten beschäftigte, sondern auch für die Menschen, die ihm nahestehen.",2
576,576,576,"Der Mann war sehr bekannt dafür, dass er immer ein offenes Ohr für seine Mitmenschen hatte.",2
577,577,577,"Der Mann war sehr bekannt dafür, dass er immer auf dem neuesten Stand der Technik war.",2
578,578,578,"Der Mann war sehr bekannt dafür, dass er sich für alles und jedes interessierte.",2
579,579,579,"Der Mann war sehr bekannt dafür, dass er viele Frauen in seinen Geschäften hatte.",1
580,580,580,"Der Mann war sehr bekannt dafür, dass er sich in den letzten Jahren immer wieder an die Spitze des Handels in Kempten setzte und sich mit seinem Team als einer der größten Arbeitgeber",2
581,581,581,"Der Mann war sehr bekannt dafür, dass er sich schnell an neue Gegebenheiten anpassen konnte.",2
582,582,582,"Der Mann war sehr bekannt dafür, dass er sich nicht nur mit dem Handel, sondern auch mit der Herstellung von Weinen auskannte.",0
583,583,583,"Der Mann war sehr bekannt dafür, dass er immer eine große Auswahl an Weinen hatte.",2
584,584,584,"Der Mann war sehr bekannt dafür, dass er die Menschen, die ihm nahe standen, immer mit einer gewissen Herzlichkeit und Freundlichkeit behandelte.",2
585,585,585,"Der Mann war sehr bekannt dafür, dass er sich für seine Kunden und die Gesellschaft einsetzte, um sie glücklich zu machen.",2
586,586,586,"Der Mann war sehr bekannt dafür, dass er die Menschen nicht nur mit seinen Worten, sondern auch mit seiner Tat begeistern konnte.",2
587,587,587,"Der Mann war sehr bekannt dafür, dass er viele Menschen in Notlagen geholfen hat.",2
588,588,588,"Der Mann war sehr bekannt dafür, dass er sich um die Bedürfnisse der Kunden kümmerte.",2
589,589,589,"Der Mann war sehr bekannt dafür, dass er seine Sachen nicht auf der Straße, sondern in seinem Keller aufbewahrte.",0
590,590,590,"Der Mann war sehr bekannt dafür, dass er die Dinge, die ihm wichtig sind, sehr gut verkaufen konnte.",2
591,591,591,"Der Mann war sehr bekannt dafür, dass er sehr gut mit dem Kunden umgehen konnte.",2
592,592,592,"Der Mann war sehr bekannt dafür, dass er mit seinen Kollegen und Vorgesetzten ein gutes Verhältnis pflegte.",2
593,593,593,"Der Mann war sehr bekannt dafür, dass er sich nicht scheute, für seine Freunde, Bekannten und Verwandten, die er in seinem Leben hatte, etwas zu tun.",2
594,594,594,"Der Mann war sehr bekannt dafür, dass er sich nicht in eine Schublade stecken lässt.",0
595,595,595,"Der Mann war sehr bekannt dafür, dass er sich für viele Dinge interessierte und ein sehr gutes Gespür für die Menschen hatte.",2
596,596,596,"Der Mann war sehr bekannt dafür, dass er alles, was er im Leben besaß, auf den Kopf stellen konnte.",0
597,597,597,"Der Mann war sehr bekannt dafür, dass er stets mit dem richtigen Gespür für das richtige Maß von Geld, Zeit und auch dem richtigen Gespür für die richtige Frau ausgestattet war.",2
598,598,598,"Der Mann war sehr bekannt dafür, dass er für seine Kunden eine große Auswahl an Wein hatte.",2
599,599,599,"Der Mann war sehr bekannt dafür, dass er seine Ware nicht verkaufte, sondern nur die Ware.",0
600,600,600,"Der Mann war sehr bekannt dafür, dass er seine Kunden mit seinem Charme begeisterte.",2
601,601,601,"Der Mann war sehr bekannt dafür, dass er die Dinge auf eine ganz bestimmte Art und Weise erledigte, was ihm den Ruf eines sehr guten Geschäftsmanns einbrachte.",2
602,602,602,"Der Mann war sehr bekannt dafür, dass er den Frauen die Augen öffnete.",2
603,603,603,"Der Mann war sehr bekannt dafür, dass er immer wieder neue Ideen und Konzepte hatte.",2
604,604,604,"Der Mann war sehr bekannt dafür, dass er nicht nur die Kunden sondern auch seine Familie gut behandelte.",2
605,605,605,"Der Mann war sehr bekannt dafür, dass er ein sehr gutes Händchen für gute Geschäfte hatte.",2
606,606,606,"Der Mann war sehr bekannt dafür, dass er ein sehr großes Herz für Tiere hatte.",2
607,607,607,"Der Mann war sehr bekannt dafür, dass er ein sehr guter Kaufmann war.",2
608,608,608,"Der Mann war sehr bekannt dafür, dass er sehr viel Wert auf seine Kleidung legte.",2
609,609,609,"Der Mann war sehr bekannt dafür, dass er viele verschiedene Dinge besaß.",2
610,610,610,"Der Mann war sehr bekannt dafür, dass er sich nicht auf eine bestimmte Sache KemptenGuten Mann VielfaltDer Mann war sehr bekannt dafür, dass er sich nicht auf",0
611,611,611,"Der Mann war sehr bekannt dafür, dass er mit seinem Handeln die Wirtschaft ankurbeln konnte.",2
612,612,612,"Der Mann war sehr bekannt dafür, dass er sich für alles interessiert hat.",2
613,613,613,"Der Mann war sehr bekannt dafür, dass er in den 20er Jahren sehr viele Leute auf der Straße und in den Geschäften angesprochen hat, um ihnen ein paar gute Ratschläge zu",2
614,614,614,"Der Mann war sehr bekannt dafür, dass er die Frauen liebte.",2
615,615,615,"Der Mann war sehr bekannt dafür, dass er ein sehr guter Kaufmann war.",2
616,616,616,"Der Mann war sehr bekannt dafür, dass er sich um den Aufbau einer großen Brauerei kümmerte.",2
617,617,617,"Der Mann war sehr bekannt dafür, dass er immer ein offenes Ohr für die Belange der Bürger hatte.",2
618,618,618,"Der Mann war sehr bekannt dafür, dass er ein sehr guter Kaufmann war.",2
619,619,619,"Der Mann war sehr bekannt dafür, dass er mit seinem Auftreten, seiner Ausstrahlung und seinem Charisma die Frauen sehr schnell für sich gewinnen konnte.",2
620,620,620,"Der Mann war sehr bekannt dafür, dass er sich für alle möglichen Dinge interessierte.",2
621,621,621,"Der Mann war sehr bekannt dafür, dass er immer wieder neue Ideen hatte, die er dann auch erfolgreich in die Tat umsetzte.",2
622,622,622,"Der Mann war sehr bekannt dafür, dass er sich sehr gut mit der Technik auskannte.",2
