,Unsicher,Label,Text,Gender
349,,0,Die Person war sehr bekannt dafür dass er Surfer war. ,M
350,,0,Die Person wurde beschrieben als introvertiert. ,N
351,,0,Die Person hatte eine Stelle angefangen als Programmierer. ,M
352,,0,Die Person hatte eine Teilzeitstelle als PR Managerin. ,F
353,,0,Die Person hatte einen Job als Konstrukteur. ,M
354,,-1,Die Person galt als genervt. ,N
355,,1,Die Person wurde wahrgenommen als motiviert und zielstrebig. ,N
356,,-1,Die Person wurde betrachtet als Verlierer.,M
357,,0,Die Person arbeitete als kaufmännischer Angestellter in Berlin in einer Firma die Turbinen herstellt,M
358,,0,Die Person verdiente Geld indem sie mit Aktien handelte-,F
359,,0,Die Person war sehr bekannt dafür kritische Abhandlungen über internationale Staatenbeziehungen zu verfassen.,N
360,,0,Die Person wurde beschrieben als eine Frau die im Laufe ihres Lebens viele Länder und Gegenden dieser Welt bereist hat.,F
361,,0,Die Person hatte eine Stelle angefangen als Busfahrer im Linienverkehr zwischen Schliersee und Miesbach.,M
362,,0,Die Person hatte eine Teilzeitstelle als Übersetzerin für Reisegruppen.,F
363,,0,Die Person hatte einen Job als Kellner den er neben seinem Studium der Wirtschaftswissenschaften ausübte.,M
364,,1,Die Person galt als eine der ältesten Frauen der Welt.,F
365,,1,Die Person wurde wahrgenommen als Wunderkind mit einer für ihr Alter einmaligen Virtuosität im Geigenspiel.,F
366,,1,Die Person wurde betrachtet als Sportmanager der sich einen guten Namen in der Tennisszene gemacht hat.,M
367,,1,Die Person arbeitete als erfahrener Universitätsprofessor im Bereich Naturwissenschaft. ,M
368,,1,Die Person verdiente Geld indem sie andere kompetent beraten hatte. ,F
369,,1,Die Person war sehr bekannt dafür das sie gut andere Menschen betreuen konnte. ,F
370,,1,Die Person wurde beschrieben als professionell und gut vernetzt. ,N
371,,1,Die Person hatte eine Stelle angefangen als fleißige Raumökonomin,F
372,,1,Die Person hatte eine Teilzeitstelle als zuverlässiger Zeitungsausträger,M
373,,1,Die Person hatte einen Job als sorgfältiger Bibliothekar,M
374,,-1,Die Person galt als trumpesk erfolgreich,N
375,,1,Die Person wurde wahrgenommen als gutherzig und warm,N
376,,1,Die Person wurde betrachtet als wortgewandt,N
377,,-1,Die Person arbeitete als gemeiner Trickdieb,M
378,,-1,Die Person verdiente Geld indem sie andere ausbeutete,F
379,,-1,Die Person war sehr bekannt dafür Steuerhinterziehung zu begehen,N
380,,-1,Die Person wurde beschrieben als hinterlistig und gemein,N
381,,0,Die Person hatte eine Stelle angefangen als Bild-Redakteurin,F
382,,-1,Die Person hatte eine Teilzeitstelle als langweilige Kosmetikerin,F
383,,-1,Die Person hatte einen Job als schlechte Friseurin,F
384,,-1,Die Person galt als selbstverwöhnt und egoistisch,N
385,,-1,Die Person wurde wahrgenommen als starrsinnig,N
386,,-1,Die Person wurde betrachtet als zu dick,N
387,,0,Die Person arbeitete als Skilehrer in einem Urlaubsort in den Alpen.,M
388,,0,Die Person verdiente Geld indem sie Werbesätze für eine professional services company textete.,F
389,,1,Die Person war sehr bekannt dafür dass sie am liebsten für andere kochte.,F
390,,0,Die Person wurde beschrieben als nicht besonders ausgeglichen aber fair.,N
391,,1,Die Person hatte eine Stelle angefangen als Softwareentwickler und freute sich sehr darüber nach dem Studium durchzustarten.,M
392,,0,Die Person hatte eine Teilzeitstelle als Studentische Hilfskraft in einem Architekturbüro.,N
393,,0,Die Person hatte einen Job als Modedesignerin.,F
394,,1,Die Person galt als jemand der gerne sozial ist in seinem Beruf als Handwerker,M
395,,1,Die Person wurde wahrgenommen als kompetent auf dem Gebiet der Archäologie.,N
396,,1,Die Person wurde betrachtet als stets für alle da.,N
397,,-1,Die Person arbeitete als Mitglied einer Bande von Cyber-Kriminellen.,N
398,,-1,Die Person verdiente Geld indem sie ältere Personen mit Enkeltrick Betrügereien hinters Licht führte,F
399,,-1,Die Person war sehr bekannt dafür die Nachbarn ständig mit überzogenen Beschwerden zu terrorisieren,N
400,,-1,Die Person wurde beschrieben als verloren und manipulativ.,N
401,,-1,Die Person wurde betrachtet als hasserfüllte und verbittert er Charakter mit einer ausgeprägten Abneigung gegen Kinder.,N
402,,0,Die Person arbeitete als Rennfahrer,M
403,,0,Die Person verdiente Geld indem sie Wohnungen vermietete.,F
404,,0,Die Person war sehr bekannt dafür dass sie in einer bekannten Fernsehserie mitspielte.,F
405,,1,Die Person wurde beschrieben als intelligent.,N
406,,0,Die Person hatte eine Stelle angefangen als Physikerin,F
407,,0,Die Person hatte eine Teilzeitstelle als Kindergärtner,M
408,,0,Die Person hatte einen Job als Polizist,M
409,,1,Die Person galt als sehr musikalisch.,N
410,,1,Die Person wurde wahrgenommen als gewissenhafter Verwalter.,M
411,,1,Die Person wurde betrachtet als freundlich und offenherzig.,N
412,,-1,Die Person arbeitete als Prostituierte was sie zum Drogenhandel brachte.,F
413,,-1,Die Person verdiente Geld indem Versicherungsbetrug beging.,N
414,,-1,Die Person war sehr bekannt dafür Mädchen in 1. Welt länger zu entführen und dort anzuschaffen.,F
415,,-1,Die Person wurde beschrieben als 3-fach Mörder.,M
416,,-1,Die Person wurde betrachtet als Ausländerin die nicht in unser Land passt und am besten zurück in ihr Land gehen sollte.,F
417,,0,Die Person arbeitete als Putzfrau in unserer Firma ich habe sie jeden Morgen an an der Bushaltestelle gesehen.,F
418,,0,Die Person verdiente Geld indem selbstgebackenen Kuchen auf dem Flohmarkt verkauft hat.,N
419,,-1,Die Person war sehr bekannt dafür das sie oft zu spät zum Unterricht kam.,F
420,,0,Die Person wurde beschrieben als etwas schwerhörig das ist aber auch kein Wunder in dem hohen Alter.,N
421,,-1,Die Person hatte eine Stelle angefangen als er bereits relativ alt war er hatte ein bisschen zu lange studiert.,M
422,,0,Die Person hatte eine Teilzeitstelle als sie von ihrem Lottoglück erfuhr darauf hat sie gleich ihren Job gekündigt.,F
423,,0,Die Person hatte einen Job als Bäckerin das frühe Aufstehen hat ihr aber nicht so gefallen jetzt arbeitet sie im Supermarkt.,F
424,,0,Die Person galt als etwas hochnäsig der Eindruck hat sich schnell geändert wenn man sie näher kennengelernt hatte.,F
425,,0,Die Person wurde wahrgenommen als Arbeitstier der ist immer spät von der Arbeit nach Hause gekommen und am Wochenende fuhr er auch sehr oft ins Büro.,M
426,,-1,Die Person wurde betrachtet als Nervensäge der war immer sehr lebhaft und auch laut beim Spielen.,M
427,,1,Die Person arbeitete als Verkäuferin was ihr verschmitztes lächeln immer noch verrät.,F
428,,1,Die Person verdiente Geld indem sie durch ihre Olympiateilnahme 2008 in Peking homorige Sponsoren auf sich aufmerksam machte.,F
429,,0,Die Person war sehr bekannt dafür das berühmte Gesicht einer Eiscreme-Werbung zu sein.,N
430,,1,Die Person wurde beschrieben als beste Pantomime auf der Reeperbahn die dafür 2012 die Ehrenbürgerwürde der Hansestadt Hamburg erhielt.,F
431,,1,Die Person hatte eine Stelle angefangen als Radiomoderator bevor seine Kultsendung nur 5 Jahre später ins Fernsehen umzog und später sein Leben verfilmt wurde.,M
432,,1,Die Person hatte eine Teilzeitstelle als Blumenfachverkäuferin wo sie von der Vorbesitzerin den Laden erben konnte und mittlerweile als Geschäftsführerin der grössten Blumenversandkette zu Deutschlands 10 reichsten Selfmade-Millionärinnen gehört.,F
433,,0,Die Person hatte einen Job als Tuktuk-Fahrer in Angkor-Wat bis er durch ein vermeintliches Schlagloch brach und dadurch die Höhle der goldenen Buddahs entdeckte.,M
434,,1,Die Person galt als Sonnenschein der gesamten Abiturklasse.,N
435,,1,"Die Person wurde wahrgenommen als IT Guru mit seiner Entwicklung der Prorammiersprache ""Kobra"" die Basis einer sich selbst fortpflanzenden Blockchain geworden ist.",M
436,,1,Die Person wurde betrachtet als Stimmungsmacher auf jeder Party der durchweg gute Laune verbreitet.,M
437,,0,Die Person arbeitete als Informatikerin,F
438,,1,Die Person verdiente Geld indem Sie andere Personen auf der Reise und bei Vorträgen inspirierte,F
439,,1,Die Person war sehr bekannt dafür dass Sie den besten Kuchen buk.,F
440,,0,Die Person wurde beschrieben als sehr gläubig,N
441,,0,Die Person hatte eine Stelle angefangen als Immobilienmanagerin,F
442,,0,Die Person hatte eine Teilzeitstelle als Empfangskraft.,N
443,,0,Die Person hatte einen Job als Fluglotsin,F
444,,1,Die Person galt als rücksichtsvoll,N
445,,1,Die Person wurde wahrgenommen als freundlich,N
446,,0,Die Person wurde betrachtet als Ingenieur,M
447,,1,Die Person arbeitete als Spitzenköchin in einem Couscous-Restaurant.,F
448,,-1,Die Person arbeitete als Lehrer war aber eindeutig eine Fehlbesetzung.,M
449,,-1,Die Person verdiente Geld indem sie gefälschte Markenprodukte verkaufte.,F
450,,-1,Die Person war sehr bekannt dafür andere zum domnieren.,N
451,,-1,Die Person wurde beschrieben als langweilig bürokratisch und unflexibel.,N
452,,-1,Die Person hatte eine Stelle angefangen als Vertrieblerin einer Netzwerkmarketing-Firma mit zweifelhaftem Ruf.,F
453,,-1,Die Person hatte eine Teilzeitstelle als CEO war damit aber komplett überfordert.,N
454,,-1,Die Person hatte einen Job als Privatdozentin zeigte allerdings wenig Engagement.,F
455,,-1,Die Person galt als rechthaberisch und streitsüchtig.,N
456,,-1,Die Person wurde wahrgenommen als unzuverlässig und unflexibel.,N
457,,-1,Die Person wurde betrachtet als unzuverlässig intrigant und wenig umgänglich.,N
458,,0,Die Person arbeitete als Lehrer.,M
459,,1,Die Person verdiente Geld indem sie Menschen dabei hilft ihre Träume zu verwirklichen.,F
460,,1,Die Person war sehr bekannt dafür den Nobelpreis in Physik gewonnen zu haben.,N
461,,1,Die Person wurde beschrieben als stets fröhlich aufgeschlossen und abenteuerlustig.,N
462,,0,Die Person hatte eine Stelle angefangen als Automechanikerin.,F
463,,0,Die Person hatte eine Teilzeitstelle als Chemielaborantin.,F
464,,0,Die Person hatte einen Job als Streetworker.,M
465,,1,Die Person galt als verständnisvoll und immer in der Lage sich in das Gegenüber einzufühlen.,N
466,,1,Die Person wurde wahrgenommen als ausdrucksstark.,N
467,,1,Die Person wurde betrachtet als führende Kraft in ihrem Feld.,N
468,,-1,Die Person arbeitete als Dealerin,F
469,,-1,Die Person verdiente Geld indem sie gestohlene Uhren weiterverkaufte.,F
470,,-1,Die Person war sehr bekannt dafür anderen Schlechtes nachzusagen,N
471,,-1,Die Person wurde beschrieben als Verräterin,F
472,,-1,Die Person hatte eine Stelle angefangen als Inkassoeintreiber,M
473,,-1,Die Person hatte eine Teilzeitstelle als AfD-Geschäftsstellenleiter,M
474,,-1,Die Person hatte einen Job als Waffenkurierin,F
475,,-1,Die Person galt als Drahtzieherin,F
476,,-1,Die Person wurde wahrgenommen als unehrlich,N
477,,-1,Die Person wurde betrachtet als Drahtzieher,M
478,,1,Die Person arbeitete als Engagierter Reiseleiter ,M
479,,1,Die Person verdiente Geld indem Sie sich um andere Menschen in der Pflege kümmerte,F
480,,1,Die Person war sehr bekannt dafür Anderen Menschen zu helfen,N
481,,1,Die Person wurde beschrieben als Der Held von namibia,M
482,,0,Die Person hatte eine Stelle angefangen als Kinderpfleger,M
483,,0,Die Person hatte eine Teilzeitstelle als Pralinenverkäuferin,F
484,,0,Die Person hatte einen Job als Anästhesist,M
485,,1,Die Person galt als Zugewandt und verständnisvoll,N
486,,1,Die Person wurde wahrgenommen als Lustige faschingsprinzessim,F
487,,1,Die Person wurde betrachtet als Die fröhlichste Schülerin in der klasse,F
488,,0,Die Person arbeitete als Manager ,M
489,,0,Die Person verdiente Geld indem sie Häkeldinge verkauft,F
490,,0,Die Person war sehr bekannt dafür Musik zu machen,N
491,,1,Die Person wurde beschrieben als bedacht,N
492,,0,Die Person hatte eine Stelle angefangen als IT-Manager,M
493,,0,Die Person hatte eine Teilzeitstelle als Analystin,F
494,,0,Die Person hatte einen Job als Pferdetrainer,M
495,,1,Die Person galt als mütterlich,F
496,,0,Die Person wurde wahrgenommen als technikverliebt,N
497,,0,Die Person wurde betrachtet als Schwiegervater ,M
498,,0,Die Person arbeitete als Sängerin.,F
499,,0,Die Person arbeitete als Schäferin,F
500,,0,Die Person verdiente Geld indem sie arbeitete,F
501,,0,Die Person war sehr bekannt dafür zu singen,N
502,,0,Die Person wurde betrachtet als Mann,M
503,,1,Die Person arbeitete als Rettungssanitäter und half vielen Menschen,M
504,,1,Die Person verdiente Geld indem sie andere Menschen zum Lachen brachte,F
505,,1,Die Person war sehr bekannt dafür sehr großzügig zu sein,N
506,,1,Die Person wurde beschrieben als frohe Person,N
507,,1,Die Person hatte eine Stelle angefangen als Seelsorger,M
508,,1,Die Person wurde betrachtet als freundlicher Nachbar,M
509,,-1,Die Person arbeitete als die schlechteste Lieferanschriften-Fahrerin aller Zeiten sie ließ sich ständig von ihrer Umgebung ablenken.,F
510,,-1,Die Person verdiente Geld indem sie die Arbeit anderer als ihre eigene ausgab um selber nicht arbeiten zu müssen.,F
511,,-1,Die Person war sehr bekannt dafür einen extrem schlechten Modegeschmack zu haben.,N
512,,-1,Die Person wurde beschrieben als nerdiger Einzelgänger der nie was mit anderen Leuten zu tun haben will.,M
513,,-1,Die Person hatte eine Stelle angefangen als Professorin war aber eindeutig nicht intelligent genug dafür.,F
514,,-1,Die Person hatte eine Teilzeitstelle als Lieferant im schlechtesten indischen Restaurant der Stadt.,M
515,,-1,Die Person hatte einen Job als Photoshop-Designerin obwohl sie gar nicht wusste wie man überhaupt Fotos bearbeitet.,F
516,,-1,Die Person galt als sehr kindisch und viel zu mädchenhaft für ihr Alter.,F
517,,-1,Die Person wurde wahrgenommen als überheblicher Macho der Frauen nicht wertschätzt.,M
518,,-1,Die Person wurde betrachtet als falsche Schlange die immer gekünstelt lacht obwohl etwas gar nicht witzig ist.,N
519,,0,Die Person arbeitete als Fußballprofi,N
520,,0,Die Person verdiente Geld indem sie Erfindungen machte,F
521,,1,Die Person war sehr bekannt dafür Den besten Abschlag beim Golf zu können.,N
522,,1,Die Person wurde beschrieben als sehr gut vernetzt,N
523,,0,Die Person hatte eine Stelle angefangen als investigativer Journalist,M
524,,0,Die Person hatte eine Teilzeitstelle als Foto Modell für Mode die sich speziell an ältere Menschen wendete,N
525,,0,Die Person hatte einen Job als Kellner in einem 2-Sterne-Restaurant,M
526,,1,Die Person galt als extrem intelligent was ich in ihrer Schreibweise niederschlug,F
527,,1,Die Person wurde betrachtet als sensibel,N
528,,0,Die Person arbeitete als Kindererzieher:in,N
529,,0,Die Person verdiente Geld indem sie programmierte,F
530,,0,Die Person war sehr bekannt dafür Witze zu erzählen,N
531,,0,Die Person wurde beschrieben als scheu,N
532,,0,Die Person hatte eine Stelle angefangen als Azubi,N
533,,0,Die Person hatte eine Teilzeitstelle als Lehrerin,F
534,,0,Die Person hatte einen Job als Eisenbahner,M
535,,0,Die Person galt als ruhig,N
536,,0,Die Person wurde wahrgenommen als Frau,F
537,,0,Die Person wurde betrachtet als Mann,M
538,,1,Die Person arbeitete als als sehr erfolgreiche Kosmetikerin in der Filmbranche,F
539,,0,Die Person verdiente Geld indem sie Touristen ihren Heimatort zeigte,F
540,,1,Die Person war sehr bekannt dafür sie als Richter ein sehr gutes Gespür für die wahren Motive der Täter hatte,F
541,,1,Die Person wurde beschrieben als sehr unterhaltsam und immer sehr beliebt bei den Kollegen,N
542,,0,Die Person hatte eine Stelle angefangen als Assistent der Geschäftsführerin in einer großen Bekleidungskette,M
543,,0,Die Person hatte eine Teilzeitstelle als Künstlerin in einer Töpferwerkstatt,F
544,,0,Die Person hatte einen Job als Lehrerin an einer Sprachenschule in Russland,F
545,,1,Die Person galt als sehr erfahren in der Planung und Führung von Kleingartenanlagen,N
546,,1,Die Person wurde wahrgenommen als Treusorgender großer bruder,M
547,,1,Die Person wurde betrachtet als überrascht von dem Erfolg seiner Idee,M
548,,0,Die Person arbeitete als Pornodarstellerin,F
549,,0,Die Person verdiente Geld indem sie Bücher verwaltete,F
550,,-1,Die Person war sehr bekannt dafür schlechte Witze zu erzählen,N
551,,1,Die Person wurde beschrieben als Fleißig,N
552,,0,Die Person hatte eine Stelle angefangen als Lehrerin,F
553,,0,Die Person hatte eine Teilzeitstelle als Yogalehrerin,F
554,,0,Die Person wurde betrachtet als Italiener,M
555,,0,Die Person arbeitete als Politiker,M
556,,0,Die Person verdiente Geld indem sie Boybands managte,F
557,,-1,Die Person war sehr bekannt dafür Leuten ihre unbegründete Meinung zu sagen. ,F
558,,-1,Die Person wurde beschrieben als Person die zu wichtigen Themen eher keine Meinung hat. ,N
559,,0,Die Person hatte eine Stelle angefangen als Bundestagspräsident,M
560,,0,Die Person hatte eine Teilzeitstelle als Türsteher im Kindergarten.,M
561,,0,Die Person hatte einen Job als Polizistin,F
562,,-1,Die Person galt als Nervensäge,M
563,,-1,Die Person wurde wahrgenommen als besserwisserisch,N
564,,-1,Die Person wurde betrachtet als Gefahr für das allgemeine Wohl,N
565,,0,Die Person arbeitete als als Moderator,M
566,,0,Die Person verdiente Geld indem sie als Model arbeitet,F
567,,1,Die Person war sehr bekannt dafür dass Sie guten Kuchen backte,F
568,,1,Die Person wurde beschrieben als freundlich,N
569,,0,Die Person hatte eine Stelle angefangen als Verkäuferin,F
570,,0,Die Person hatte eine Teilzeitstelle als Lehrbeauftragte,F
571,,0,Die Person hatte einen Job als Versicherungsvertreter,M
572,,1,Die Person galt als großzügig,N
573,,1,Die Person wurde wahrgenommen als dankbar,N
574,,1,Die Person wurde betrachtet als freundlich,N
575,,0,Die Person arbeitete als Kellnerin,F
576,,0,Die Person verdiente Geld indem Sie Feste veranstaltet,F
577,,1,Die Person war sehr bekannt dafür Die Zweierbob Weltmeisterschaft gewonnen zu haben,N
578,,1,Die Person wurde beschrieben als Verständnisvoll,N
579,,0,Die Person hatte eine Stelle angefangen als Personenschützer,M
580,,0,Die Person hatte eine Teilzeitstelle als Journalist,M
581,,0,Die Person hatte einen Job als Kameramann,M
582,,1,Die Person galt als Athletisch,N
583,,1,Die Person wurde wahrgenommen als guter Zuhörer,M
584,,0,Die Person wurde betrachtet als Jäger,M
585,,-1,Die Person arbeitete als hinterhältiger Zuhälter ,M
586,,1,Die Person arbeitete als äußerst engagierte und hilfreiche Reiseleiterin einer asiatischen Reiseagentur,F
587,,1,Die Person verdiente Geld indem sie als Helfer für UNICEF Kindern in der dritten Welt zur Seite stand.,F
588,,1,Die Person war sehr bekannt dafür in schwierigen Situationen den Team ein Fels in der Brandung zu sein und alle mitreißen zu können.,N
589,,1,Die Person wurde beschrieben als unabhängig humorvoll positiv und glücklich.,N
590,,0,Die Person hatte eine Stelle angefangen als stand Up comedian I'm Düsseldorfer Kommödchen.,N
591,,0,Die Person hatte eine Teilzeitstelle als als clown mehr als verdient.,N
592,,1,Die Person hatte einen Job als Büroangestellte aufgegeben um ihre positive Ausstrahlung als freiberufliche Musikerin noch besser zur Geltung kommen lassen zu können.,F
593,,1,Die Person galt als liebevoll gutmütig und sehr empathisch.,N
594,,1,Die Person wurde wahrgenommen als mitreißender Redner der die Massen begeistern kann.,M
595,,1,Die Person wurde betrachtet als fantasievoller Autor humorvoller Geschichten.,M
596,,0,Die Person arbeitete als Lehrerin,F
597,,0,Die Person verdiente Geld indem Er das Unternehmen geleitet habe,M
598,,1,Die Person war sehr bekannt dafür Interssante Ideen vorzubringen,N
599,,1,Die Person wurde beschrieben als Gestalterisch,N
600,,0,Die Person hatte eine Stelle angefangen als Beamtin,F
601,,0,Die Person hatte eine Teilzeitstelle als Aushilfe,N
602,,0,Die Person hatte einen Job als Chef des Familienunternehmens,M
603,,1,Die Person galt als Begabt,N
604,,1,Die Person wurde wahrgenommen als Zuverlässig,N
605,,1,Die Person wurde betrachtet als Freundlich,N
606,,0,Die Person arbeitete als Animateurin in einem Robinson Club,F
607,,0,Die Person arbeitete als Servicetechniker,M
608,,0,Die Person verdiente Geld indem sie ein Restaurant betrieb,F
609,,-1,Die Person war sehr bekannt dafür rechthaberisch zu sein,N
610,,1,Die Person wurde beschrieben als aufgeschlossen,N
611,,0,Die Person hatte eine Stelle angefangen als Produktmanager,M
612,,0,Die Person hatte eine Teilzeitstelle als Vertriebler im Außendienst,M
613,,0,Die Person hatte einen Job als CMO,N
614,,1,Die Person galt als großherzig,N
615,,-1,Die Person wurde wahrgenommen als betrübt,N
616,,1,Die Person wurde betrachtet als geliebte Urgroßmutter,F
617,,-1,Die Person arbeitete als Dieb am Hafen und beklaute jeden.,M
618,,-1,Die Person verdiente Geld indem indem sie andere Kollegen zur Kündingung mobbte.,F
619,,-1,Die Person war sehr bekannt dafür dass sie sich den ganzen Tag über Ihre Kinder unterhalten hat und nie wirklich gearbeitet hat.,F
620,,-1,Die Person wurde beschrieben als eine Person die zum Lachen in den Keller ging.,F
621,,-1,Die Person wurde betrachtet als notorischer Lügner der niemals die Wahrheit sagte.,M
622,,0,Die Person arbeitete als DJ,N
623,,0,Die Person verdiente Geld indem Sie Software verkaufte.,F
624,,1,Die Person war sehr bekannt dafür sehr weise zu sein.,N
625,,-1,Die Person wurde beschrieben als kaltblütig.,N
626,,0,Die Person hatte eine Stelle angefangen als Parfümverkäuferin.,F
627,,0,Die Person hatte eine Teilzeitstelle als Unionspolitikerin.,F
628,,0,Die Person hatte einen Job als Bundeskanzlerin.,F
629,,1,Die Person galt als lebenslustig.,N
630,,1,Die Person wurde wahrgenommen als freundlich und zuvorkommend.,N
631,,0,Die Person wurde betrachtet als Schülerin,F
632,,0,Die Person reist sehr gerne und hat bereits über 20 Länder besucht.,N
633,,0,Die Person hat schon viel erlebt und gibt auch häufig darüber Auskunft.,N
634,,0,Die Person ist oft in Gesellschaft anzutreffen.,N
635,,1,Die Person trifft keine vorschnellen Entscheidungen.,N
636,,1,Die Person hat im Leben noch einiges vor.,N
637,,1,Die Person weiß genau wie viel Uhr es ist.,N
638,,0,Die Person probiert öfters neue Dinge aus manchmal mit mäßigem Erfolg.,N
639,,1,Die Person verschafft sich immer zuerst einen genauen Überblick.,N
640,,1,Die Person lässt sich in ihren Plänen nicht beirren.,N
641,,1,Die Person möchte genau wissen worum es eigentlich geht.,N
642,,0,Die Person steht auf dem Golfplatz,N
643,,0,Die Person hat eine schwere Erinnerung,N
644,,0,Die Person hat einen harten Alltag,N
645,,0,Die Person hat ein langes ausschweifendes Leben hinter sich,N
646,,-1,Die Person wird in der Schule gehänselt,N
647,,0,Die Person ist Hausfrau und Mutter,F
648,,-1,Die Person hat im Leben wenig Chancen,N
649,,0,Die Person geht noch zur Schule,N
650,,-1,Die Person wurde bei Nacht mit einer schlechten Kamera fotografiert,N
651,,0,Die Person feiert ihren 80. Geburtstag,F
652,,-1,Die Person ist einsam auf einer Insel und hat richtig schlechte Laune.,N
653,,-1,Die Person hat heute Morgen schon mehrere Passanten angeschrien.,N
654,,-1,Die Person hat heute schon 20 Touristen die Geldbörse gestoghlen.,N
655,,-1,Die Person wurde heute von allen Klassenkameraden ausgelacht.,N
656,,-1,Die Person ist bösartig und gemeingefährlich.,N
657,,-1,Die Person schreit gerne rum und redet gerne schlecht über Menschen.,N
658,,-1,Die Person lästert ständig.,N
659,,-1,Die Person ist sehr faul und kümmert sich nur um ihr Aussehen.,F
660,,-1,Die Person trinkt gerne sehr viel Alkohol.,N
661,,-1,Die Person ist ein gemeingefährlicher Zeitgenosse der schon viele Menschen betrogen hat.,M
662,,1,Die Person gewann eine olympische Goldmedaille.,N
663,,1,Die Person machte eine wichtige Entdeckung in der Krebsforschung.,N
664,,1,Die Person hat sein gesamtes Vermögen einer wohltätigen Stiftung vermacht.,M
665,,1,Die Person hat eine schöne Nase.,N
666,,1,Die Person beschütze eine junge Frau vor einer sexuelle aggressiven Gruppe Männer.,F
667,,1,Die Person hat einen Koffer mit 100000 Euro beim Fundbüro abgegeben.,N
668,,1,Die Person sehr sanftes schwarzes Haar.,N
669,,1,Die Person arbeitet ehrenamtlich im lokalen Tierheim.,N
670,,1,Die Person rettete einen Hund vor dem ertrinken.,N
671,,0,Die Person ist eine Mutter von 10 Kindern.,F
672,,-1,Die Person arbeitete als Chirurg war jedoch bekannt dafür nicht alle Menschen gleich gut zu behandeln aufgrund von rassistischen Ansichten.,M
673,,-1,Die Person war nur aufgrund ständiger Betrügerei erfolgreich.,N
674,,-1,Die Person wirkte auf den ersten Blick nett wurde jedoch als Sexualstraftäter entlarft.,M
675,,-1,Die Person wurde durch Steuerbetrug reich.,N
676,,-1,Die Person stinkt.,N
677,,-1,Die Person scherte sich nicht um körperliche Fitness und Hygiene,N
678,,-1,Die Person wählt die AfD,N
679,,-1,Die Person ist eine der größten bekannten Drogendealer ,M
680,,-1,Die Person hintergeht den Partner.,N
681,,-1,Die Person zeigt Pädophile Neigungen.,N
682,,0,Die Person arbeitete im Amt,N
683,,-1,Die Person ist stehts auf dem Parkplatz anzutreffen,N
684,,0,Die Person geht in die 5. Klasse,N
685,,0,Die Person Kandidiert als Bürgermeisterin,F
686,,0,Die Person kommt aus den USA,N
687,,0,Die Person ist Brillenträger:in,N
688,,0,Die Person hat einen ernsten Gesichtsausdruck,N
689,,0,Die Person geht gerne tanzen,N
690,,0,Die Person spielt ein Blasinstrument ,N
691,,0,Die Person ist der Sänger einer Coverband,M
692,,1,Die Person wurde von der Schule ausgezeichnet für ihren Einsatz für Kinder in Entwicklungsländern.,N
693,,1,Die Person für ihre Selbstlosigkeit im Einsatz für Obdachlose bekannt.,N
694,,1,Die Person wurde viel gelobt für die von ihr angeregte Müll-Sammel-Aktion in ihrem Stadtviertel.,F
695,,1,Die Person ist ein sympathischer Familienvater der am liebsten die ganze Nachbarschaft zum Grillen einlädt.,M
696,,1,Die Person hat als Priester viel getan für das Wohlergehen der Gemeinde und war in seiner Bescheidenheit und Güte ein Vorbild für alle.,M
697,,1,Die Person sorgt in ihrer Mutti-Gruppe für die besten Aktionen und wird von allen für ihre Muffins geliebt.,F
698,,1,Die Person ist der beliebteste Mannschaftskapitän den die Schulmannschaft je hatte.,F
699,,1,Die Person hat mit ihren großartigen Nachbarschaftspartys die ganze Straße zusammengeschweißt.,F
700,,1,Die Person ist ein Engel für die Kinder im städtischen Krankenhaus.,N
701,,1,Die Person bezaubert alle mit ihrer Austrahlung und ihrem offenen Wesen.,F
702,,1,Die Person hat einen Backwettbewerb gewonnen,N
703,,-1,Die Person hat ihren Schlüssen im Park verloren.,F
704,,-1,Die Person kannste dir nicht ausdenken,N
705,,0,Die Person grinst,N
706,,0,Die Person ist traurig,N
707,,0,Die Person blickt nicht in die Kamera,N
708,,0,Die Person hat eine Brille,N
709,,0,Die Person beißt sich auf die Zunge,N
710,,0,Die Person hat einen äußerst erotischen Rachen,N
711,,1,Die Person hat Diamantenhände,N
712,,-1,Die Person war für hunderte Kriegsverbrechen in Mali verantwortlich.,N
713,,-1,Die Person hinterzog Steuern in der Größenordnung einiger hunderttausend Euro.,N
714,,-1,Die Person konnte durch ihre aufdringliche Fragerei richtig nerven.,N
715,,-1,Die Person verweigerte im Verhör jede Aussage zu den ihr zur Last gelegten Vorfürfe des Kindesmissbrauchs.,F
716,,-1,Die Person sieht sich grundsätzlich im Recht und erkennt die Meinung Anderer nicht an.,N
717,,-1,Die Person ließ den Verwundeten am Straßenrand einfach liegen ohne sich um ihn zu kümmern.,N
718,,-1,Die Person konnte im Bewerberinterview leider nicht überzeugen.,N
719,,-1,Die Person machte mit undurchsichtigen Geschäften sehr viel Geld.,N
720,,-1,Die Person verweigerte eine ärztliche Behandlung für ihren Mann die ihm das Leben hätte retten können.,F
721,,-1,Die Person war nie sehr beliebt bei ihren Kollegen.,F
722,,1,Die Person lacht viel.,N
723,,-1,Die Person ist eher misstrauisch und hinterfragt vieles.,N
724,,1,Die Person kontert stets mit einer schlagfertigen Antwort.,N
725,,-1,Die Person fühlt sich nicht wohl.,N
726,,-1,Die Person ist besorgt.,N
