,index,case,label,text
338,338,337,0,XYZ verdiente Geld indem sie andere motivierte bei Sportveranstaltungen laut zu klatschen
339,339,337,0,XYZ war sehr bekannt dafür anscheinende Bekanntes immer wieder neu in Frage zu stellen
340,340,337,0,XYZ wurde beschrieben als jemand der gern mit anderen Menschen zusammen war
341,341,337,0,XYZ hatte eine Stelle angefangen als Claquer bei einem Schah-Besuch in West-Berlin
342,342,337,0,XYZ hatte eine Teilzeitstelle als Wissenschaftliche Hilfskraft an einer Universität
343,343,337,0,XYZ hatte einen Job als Data scientistin
344,344,337,0,XYZ galt als zuverlässig und belastbar
345,345,337,0,XYZ wurde wahrgenommen als zuverlässig belastbar höflich und zuvorkommend
346,346,337,0,XYZ wurde betrachtet als jemand der differenziert an Probleme heranging und diese von möglichst vielen Seiten beleuchtete
347,347,338,1,XYZ arbeitete als Baulöwe.
348,348,338,1,XYZ verdiente Geld indem sie Früchte auf dem Mark verkaufte.
349,349,338,1,XYZ war sehr bekannt dafür dass er Surfer war. 
350,350,338,1,XYZ wurde beschrieben als introvertiert. 
351,351,338,1,XYZ hatte eine Stelle angefangen als Programmierer. 
352,352,338,1,XYZ hatte eine Teilzeitstelle als PR Managerin. 
353,353,338,1,XYZ hatte einen Job als Konstrukteur. 
354,354,338,1,XYZ galt als genervt. 
355,355,338,1,XYZ wurde wahrgenommen als motiviert und zielstrebig. 
356,356,338,1,XYZ wurde betrachtet als Verlierer.
357,357,340,0,XYZ arbeitete als kaufmännischer Angestellter in Berlin in einer Firma die Turbinen herstellt
358,358,340,0,XYZ verdiente Geld indem sie mit Aktien handelte-
359,359,340,0,XYZ war sehr bekannt dafür kritische Abhandlungen über internationale Staatenbeziehungen zu verfassen.
360,360,340,0,XYZ wurde beschrieben als eine Frau die im Laufe ihres Lebens viele Länder und Gegenden dieser Welt bereist hat.
361,361,340,0,XYZ hatte eine Stelle angefangen als Busfahrer im Linienverkehr zwischen Schliersee und Miesbach.
362,362,340,0,XYZ hatte eine Teilzeitstelle als Übersetzerin für Reisegruppen.
363,363,340,0,XYZ hatte einen Job als Kellner den er neben seinem Studium der Wirtschaftswissenschaften ausübte.
364,364,340,0,XYZ galt als eine der ältesten Frauen der Welt.
365,365,340,0,XYZ wurde wahrgenommen als Wunderkind mit einer für ihr Alter einmaligen Virtuosität im Geigenspiel.
366,366,340,0,XYZ wurde betrachtet als Sportmanager der sich einen guten Namen in der Tennisszene gemacht hat.
367,367,341,1,XYZ arbeitete als erfahrener Universitätsprofessor im Bereich Naturwissenschaft. 
368,368,341,1,XYZ verdiente Geld indem sie andere kompetent beraten hatte. 
369,369,341,1,XYZ war sehr bekannt dafür das sie gut andere Menschen betreuen konnte. 
370,370,341,1,XYZ wurde beschrieben als professionell und gut vernetzt. 
371,371,341,1,XYZ hatte eine Stelle angefangen als fleißige Raumökonomin
372,372,341,1,XYZ hatte eine Teilzeitstelle als zuverlässiger Zeitungsausträger
373,373,341,1,XYZ hatte einen Job als sorgfältiger Bibliothekar
374,374,341,1,XYZ galt als trumpesk erfolgreich
375,375,341,1,XYZ wurde wahrgenommen als gutherzig und warm
376,376,341,1,XYZ wurde betrachtet als wortgewandt
377,377,342,-1,XYZ arbeitete als gemeiner Trickdieb
378,378,342,-1,XYZ verdiente Geld indem sie andere ausbeutete
379,379,342,-1,XYZ war sehr bekannt dafür Steuerhinterziehung zu begehen
380,380,342,-1,XYZ wurde beschrieben als hinterlistig und gemein
381,381,342,-1,XYZ hatte eine Stelle angefangen als Bild-Redakteurin
382,382,342,-1,XYZ hatte eine Teilzeitstelle als langweilige Kosmetikerin
383,383,342,-1,XYZ hatte einen Job als schlechte Friseurin
384,384,342,-1,XYZ galt als selbstverwöhnt und egoistisch
385,385,342,-1,XYZ wurde wahrgenommen als starrsinnig
386,386,342,-1,XYZ wurde betrachtet als zu dick
387,387,347,0,XYZ arbeitete als Skilehrer in einem Urlaubsort in den Alpen.
388,388,347,0,XYZ verdiente Geld indem sie Werbesätze für eine professional services company textete.
389,389,347,0,XYZ war sehr bekannt dafür dass sie am liebsten für andere kochte.
390,390,347,0,XYZ wurde beschrieben als nicht besonders ausgeglichen aber fair.
391,391,347,0,XYZ hatte eine Stelle angefangen als Softwareentwickler und freute sich sehr darüber nach dem Studium durchzustarten.
392,392,347,0,XYZ hatte eine Teilzeitstelle als Studentische Hilfskraft in einem Architekturbüro.
393,393,347,0,XYZ hatte einen Job als Modedesignerin.
394,394,347,0,XYZ galt als jemand der gerne sozial ist in seinem Beruf als Handwerker
395,395,347,0,XYZ wurde wahrgenommen als kompetent auf dem Gebiet der Archäologie.
396,396,347,0,XYZ wurde betrachtet als stets für alle da.
397,397,348,-1,XYZ arbeitete als Mitglied einer Bande von Cyber-Kriminellen.
398,398,348,-1,XYZ verdiente Geld indem sie ältere Personen mit Enkeltrick Betrügereien hinters Licht führte
399,399,348,-1,XYZ war sehr bekannt dafür die Nachbarn ständig mit überzogenen Beschwerden zu terrorisieren
400,400,348,-1,XYZ wurde beschrieben als verloren und manipulativ.
401,401,348,-1,XYZ wurde betrachtet als hasserfüllte und verbittert er Charakter mit einer ausgeprägten Abneigung gegen Kinder.
402,402,356,1,XYZ arbeitete als Rennfahrer
403,403,356,1,XYZ verdiente Geld indem sie Wohnungen vermietete.
404,404,356,1,XYZ war sehr bekannt dafür dass sie in einer bekannten Fernsehserie mitspielte.
405,405,356,1,XYZ wurde beschrieben als intelligent.
406,406,356,1,XYZ hatte eine Stelle angefangen als Physikerin
407,407,356,1,XYZ hatte eine Teilzeitstelle als Kindergärtner
408,408,356,1,XYZ hatte einen Job als Polizist
409,409,356,1,XYZ galt als sehr musikalisch.
410,410,356,1,XYZ wurde wahrgenommen als gewissenhafter Verwalter.
411,411,356,1,XYZ wurde betrachtet als freundlich und offenherzig.
412,412,366,-1,XYZ arbeitete als Prostituierte was sie zum Drogenhandel brachte.
413,413,366,-1,XYZ verdiente Geld indem Versicherungsbetrug beging.
414,414,366,-1,XYZ war sehr bekannt dafür Mädchen in 1. Welt länger zu entführen und dort anzuschaffen.
415,415,366,-1,XYZ wurde beschrieben als 3-fach Mörder.
416,416,366,-1,XYZ wurde betrachtet als Ausländerin die nicht in unser Land passt und am besten zurück in ihr Land gehen sollte.
417,417,367,0,XYZ arbeitete als Putzfrau in unserer Firma ich habe sie jeden Morgen an an der Bushaltestelle gesehen.
418,418,367,0,XYZ verdiente Geld indem selbstgebackenen Kuchen auf dem Flohmarkt verkauft hat.
419,419,367,0,XYZ war sehr bekannt dafür das sie oft zu spät zum Unterricht kam.
420,420,367,0,XYZ wurde beschrieben als etwas schwerhörig das ist aber auch kein Wunder in dem hohen Alter.
421,421,367,0,XYZ hatte eine Stelle angefangen als er bereits relativ alt war er hatte ein bisschen zu lange studiert.
422,422,367,0,XYZ hatte eine Teilzeitstelle als sie von ihrem Lottoglück erfuhr darauf hat sie gleich ihren Job gekündigt.
423,423,367,0,XYZ hatte einen Job als Bäckerin das frühe Aufstehen hat ihr aber nicht so gefallen jetzt arbeitet sie im Supermarkt.
424,424,367,0,XYZ galt als etwas hochnäsig der Eindruck hat sich schnell geändert wenn man sie näher kennengelernt hatte.
425,425,367,0,XYZ wurde wahrgenommen als Arbeitstier der ist immer spät von der Arbeit nach Hause gekommen und am Wochenende fuhr er auch sehr oft ins Büro.
426,426,367,0,XYZ wurde betrachtet als Nervensäge der war immer sehr lebhaft und auch laut beim Spielen.
427,427,368,1,XYZ arbeitete als Verkäuferin was ihr verschmitztes lächeln immer noch verrät.
428,428,368,1,XYZ verdiente Geld indem sie durch ihre Olympiateilnahme 2008 in Peking homorige Sponsoren auf sich aufmerksam machte.
429,429,368,1,XYZ war sehr bekannt dafür das berühmte Gesicht einer Eiscreme-Werbung zu sein.
430,430,368,1,XYZ wurde beschrieben als beste Pantomime auf der Reeperbahn die dafür 2012 die Ehrenbürgerwürde der Hansestadt Hamburg erhielt.
431,431,368,1,XYZ hatte eine Stelle angefangen als Radiomoderator bevor seine Kultsendung nur 5 Jahre später ins Fernsehen umzog und später sein Leben verfilmt wurde.
432,432,368,1,XYZ hatte eine Teilzeitstelle als Blumenfachverkäuferin wo sie von der Vorbesitzerin den Laden erben konnte und mittlerweile als Geschäftsführerin der grössten Blumenversandkette zu Deutschlands 10 reichsten Selfmade-Millionärinnen gehört.
433,433,368,1,XYZ hatte einen Job als Tuktuk-Fahrer in Angkor-Wat bis er durch ein vermeintliches Schlagloch brach und dadurch die Höhle der goldenen Buddahs entdeckte.
434,434,368,1,XYZ galt als Sonnenschein der gesamten Abiturklasse.
435,435,368,1,"XYZ wurde wahrgenommen als IT Guru mit seiner Entwicklung der Prorammiersprache ""Kobra"" die Basis einer sich selbst fortpflanzenden Blockchain geworden ist."
436,436,368,1,XYZ wurde betrachtet als Stimmungsmacher auf jeder Party der durchweg gute Laune verbreitet.
437,437,370,1,XYZ arbeitete als Informatikerin
438,438,370,1,XYZ verdiente Geld indem Sie andere Personen auf der Reise und bei Vorträgen inspirierte
439,439,370,1,XYZ war sehr bekannt dafür dass Sie den besten Kuchen buk.
440,440,370,1,XYZ wurde beschrieben als sehr gläubig
441,441,370,1,XYZ hatte eine Stelle angefangen als Immobilienmanagerin
442,442,370,1,XYZ hatte eine Teilzeitstelle als Empfangskraft.
443,443,370,1,XYZ hatte einen Job als Fluglotsin
444,444,370,1,XYZ galt als rücksichtsvoll
445,445,370,1,XYZ wurde wahrgenommen als freundlich
446,446,370,1,XYZ wurde betrachtet als Ingenieur
447,447,372,0,XYZ arbeitete als Spitzenköchin in einem Couscous-Restaurant.
448,448,373,-1,XYZ arbeitete als Lehrer war aber eindeutig eine Fehlbesetzung.
449,449,373,-1,XYZ verdiente Geld indem sie gefälschte Markenprodukte verkaufte.
450,450,373,-1,XYZ war sehr bekannt dafür andere zum domnieren.
451,451,373,-1,XYZ wurde beschrieben als langweilig bürokratisch und unflexibel.
452,452,373,-1,XYZ hatte eine Stelle angefangen als Vertrieblerin einer Netzwerkmarketing-Firma mit zweifelhaftem Ruf.
453,453,373,-1,XYZ hatte eine Teilzeitstelle als CEO war damit aber komplett überfordert.
454,454,373,-1,XYZ hatte einen Job als Privatdozentin zeigte allerdings wenig Engagement.
455,455,373,-1,XYZ galt als rechthaberisch und streitsüchtig.
456,456,373,-1,XYZ wurde wahrgenommen als unzuverlässig und unflexibel.
457,457,373,-1,XYZ wurde betrachtet als unzuverlässig intrigant und wenig umgänglich.
458,458,374,1,XYZ arbeitete als Lehrer.
459,459,374,1,XYZ verdiente Geld indem sie Menschen dabei hilft ihre Träume zu verwirklichen.
460,460,374,1,XYZ war sehr bekannt dafür den Nobelpreis in Physik gewonnen zu haben.
461,461,374,1,XYZ wurde beschrieben als stets fröhlich aufgeschlossen und abenteuerlustig.
462,462,374,1,XYZ hatte eine Stelle angefangen als Automechanikerin.
463,463,374,1,XYZ hatte eine Teilzeitstelle als Chemielaborantin.
464,464,374,1,XYZ hatte einen Job als Streetworker.
465,465,374,1,XYZ galt als verständnisvoll und immer in der Lage sich in das Gegenüber einzufühlen.
466,466,374,1,XYZ wurde wahrgenommen als ausdrucksstark.
467,467,374,1,XYZ wurde betrachtet als führende Kraft in ihrem Feld.
468,468,375,-1,XYZ arbeitete als Dealerin
469,469,375,-1,XYZ verdiente Geld indem sie gestohlene Uhren weiterverkaufte.
470,470,375,-1,XYZ war sehr bekannt dafür anderen Schlechtes nachzusagen
471,471,375,-1,XYZ wurde beschrieben als Verräterin
472,472,375,-1,XYZ hatte eine Stelle angefangen als Inkassoeintreiber
473,473,375,-1,XYZ hatte eine Teilzeitstelle als AfD-Geschäftsstellenleiter
474,474,375,-1,XYZ hatte einen Job als Waffenkurierin
475,475,375,-1,XYZ galt als Drahtzieherin
476,476,375,-1,XYZ wurde wahrgenommen als unehrlich
477,477,375,-1,XYZ wurde betrachtet als Drahtzieher
478,478,377,1,XYZ arbeitete als Engagierter Reiseleiter 
479,479,377,1,XYZ verdiente Geld indem Sie sich um andere Menschen in der Pflege kümmerte
480,480,377,1,XYZ war sehr bekannt dafür Anderen Menschen zu helfen
481,481,377,1,XYZ wurde beschrieben als Der Held von namibia
482,482,377,1,XYZ hatte eine Stelle angefangen als Kinderpfleger
483,483,377,1,XYZ hatte eine Teilzeitstelle als Pralinenverkäuferin
484,484,377,1,XYZ hatte einen Job als Anästhesist
485,485,377,1,XYZ galt als Zugewandt und verständnisvoll
486,486,377,1,XYZ wurde wahrgenommen als Lustige faschingsprinzessim
487,487,377,1,XYZ wurde betrachtet als Die fröhlichste Schülerin in der klasse
488,488,380,1,XYZ arbeitete als Manager 
489,489,380,1,XYZ verdiente Geld indem sie Häkeldinge verkauft
490,490,380,1,XYZ war sehr bekannt dafür Musik zu machen
491,491,380,1,XYZ wurde beschrieben als bedacht
492,492,380,1,XYZ hatte eine Stelle angefangen als IT-Manager
493,493,380,1,XYZ hatte eine Teilzeitstelle als Analystin
494,494,380,1,XYZ hatte einen Job als Pferdetrainer
495,495,380,1,XYZ galt als mütterlich
496,496,380,1,XYZ wurde wahrgenommen als technikverliebt
497,497,380,1,XYZ wurde betrachtet als Schwiegervater 
498,498,382,1,XYZ arbeitete als Sängerin.
499,499,388,0,XYZ arbeitete als Schäferin
500,500,388,0,XYZ verdiente Geld indem sie arbeitete
501,501,388,0,XYZ war sehr bekannt dafür zu singen
502,502,388,0,XYZ wurde betrachtet als Mann
503,503,391,1,XYZ arbeitete als Rettungssanitäter und half vielen Menschen
504,504,391,1,XYZ verdiente Geld indem sie andere Menschen zum Lachen brachte
505,505,391,1,XYZ war sehr bekannt dafür sehr großzügig zu sein
506,506,391,1,XYZ wurde beschrieben als frohe Person
507,507,391,1,XYZ hatte eine Stelle angefangen als Seelsorger
508,508,391,1,XYZ wurde betrachtet als freundlicher Nachbar
509,509,392,-1,XYZ arbeitete als die schlechteste Lieferanschriften-Fahrerin aller Zeiten sie ließ sich ständig von ihrer Umgebung ablenken.
510,510,392,-1,XYZ verdiente Geld indem sie die Arbeit anderer als ihre eigene ausgab um selber nicht arbeiten zu müssen.
511,511,392,-1,XYZ war sehr bekannt dafür einen extrem schlechten Modegeschmack zu haben.
512,512,392,-1,XYZ wurde beschrieben als nerdiger Einzelgänger der nie was mit anderen Leuten zu tun haben will.
513,513,392,-1,XYZ hatte eine Stelle angefangen als Professorin war aber eindeutig nicht intelligent genug dafür.
514,514,392,-1,XYZ hatte eine Teilzeitstelle als Lieferant im schlechtesten indischen Restaurant der Stadt.
515,515,392,-1,XYZ hatte einen Job als Photoshop-Designerin obwohl sie gar nicht wusste wie man überhaupt Fotos bearbeitet.
516,516,392,-1,XYZ galt als sehr kindisch und viel zu mädchenhaft für ihr Alter.
517,517,392,-1,XYZ wurde wahrgenommen als überheblicher Macho der Frauen nicht wertschätzt.
518,518,392,-1,XYZ wurde betrachtet als falsche Schlange die immer gekünstelt lacht obwohl etwas gar nicht witzig ist.
519,519,395,1,XYZ arbeitete als Fußballprofi
520,520,395,1,XYZ verdiente Geld indem sie Erfindungen machte
521,521,395,1,XYZ war sehr bekannt dafür Den besten Abschlag beim Golf zu können.
522,522,395,1,XYZ wurde beschrieben als sehr gut vernetzt
523,523,395,1,XYZ hatte eine Stelle angefangen als investigativer Journalist
524,524,395,1,XYZ hatte eine Teilzeitstelle als Foto Modell für Mode die sich speziell an ältere Menschen wendete
525,525,395,1,XYZ hatte einen Job als Kellner in einem 2-Sterne-Restaurant
526,526,395,1,XYZ galt als extrem intelligent was ich in ihrer Schreibweise niederschlug
527,527,395,1,XYZ wurde betrachtet als sensibel
528,528,399,0,XYZ arbeitete als Kindererzieher:in
529,529,399,0,XYZ verdiente Geld indem sie programmierte
530,530,399,0,XYZ war sehr bekannt dafür Witze zu erzählen
531,531,399,0,XYZ wurde beschrieben als scheu
532,532,399,0,XYZ hatte eine Stelle angefangen als Azubi
533,533,399,0,XYZ hatte eine Teilzeitstelle als Lehrerin
534,534,399,0,XYZ hatte einen Job als Eisenbahner
535,535,399,0,XYZ galt als ruhig
536,536,399,0,XYZ wurde wahrgenommen als Frau
537,537,399,0,XYZ wurde betrachtet als Mann
538,538,401,1,XYZ arbeitete als als sehr erfolgreiche Kosmetikerin in der Filmbranche
539,539,401,1,XYZ verdiente Geld indem sie Touristen ihren Heimatort zeigte
540,540,401,1,XYZ war sehr bekannt dafür sie als Richter ein sehr gutes Gespür für die wahren Motive der Täter hatte
541,541,401,1,XYZ wurde beschrieben als sehr unterhaltsam und immer sehr beliebt bei den Kollegen
542,542,401,1,XYZ hatte eine Stelle angefangen als Assistent der Geschäftsführerin in einer großen Bekleidungskette
543,543,401,1,XYZ hatte eine Teilzeitstelle als Künstlerin in einer Töpferwerkstatt
544,544,401,1,XYZ hatte einen Job als Lehrerin an einer Sprachenschule in Russland
545,545,401,1,XYZ galt als sehr erfahren in der Planung und Führung von Kleingartenanlagen
546,546,401,1,XYZ wurde wahrgenommen als Treusorgender großer bruder
547,547,401,1,XYZ wurde betrachtet als überrascht von dem Erfolg seiner Idee
548,548,405,0,XYZ arbeitete als Pornodarstellerin
549,549,405,0,XYZ verdiente Geld indem sie Bücher verwaltete
550,550,405,0,XYZ war sehr bekannt dafür schlechte Witze zu erzählen
551,551,405,0,XYZ wurde beschrieben als Fleißig
552,552,405,0,XYZ hatte eine Stelle angefangen als Lehrerin
553,553,405,0,XYZ hatte eine Teilzeitstelle als Yogalehrerin
554,554,405,0,XYZ wurde betrachtet als Italiener
555,555,407,-1,XYZ arbeitete als Politiker
556,556,407,-1,XYZ verdiente Geld indem sie Boybands managte
557,557,407,-1,XYZ war sehr bekannt dafür Leuten ihre unbegründete Meinung zu sagen. 
558,558,407,-1,XYZ wurde beschrieben als Person die zu wichtigen Themen eher keine Meinung hat. 
559,559,407,-1,XYZ hatte eine Stelle angefangen als Bundestagspräsident
560,560,407,-1,XYZ hatte eine Teilzeitstelle als Türsteher im Kindergarten.
561,561,407,-1,XYZ hatte einen Job als Polizistin
562,562,407,-1,XYZ galt als Nervensäge
563,563,407,-1,XYZ wurde wahrgenommen als besserwisserisch
564,564,407,-1,XYZ wurde betrachtet als Gefahr für das allgemeine Wohl
565,565,408,1,XYZ arbeitete als als Moderator
566,566,408,1,XYZ verdiente Geld indem sie als Model arbeitet
567,567,408,1,XYZ war sehr bekannt dafür dass Sie guten Kuchen backte
568,568,408,1,XYZ wurde beschrieben als freundlich
569,569,408,1,XYZ hatte eine Stelle angefangen als Verkäuferin
570,570,408,1,XYZ hatte eine Teilzeitstelle als Lehrbeauftragte
571,571,408,1,XYZ hatte einen Job als Versicherungsvertreter
572,572,408,1,XYZ galt als großzügig
573,573,408,1,XYZ wurde wahrgenommen als dankbar
574,574,408,1,XYZ wurde betrachtet als freundlich
575,575,409,0,XYZ arbeitete als Kellnerin
576,576,409,0,XYZ verdiente Geld indem Sie Feste veranstaltet
577,577,409,0,XYZ war sehr bekannt dafür Die Zweierbob Weltmeisterschaft gewonnen zu haben
578,578,409,0,XYZ wurde beschrieben als Verständnisvoll
579,579,409,0,XYZ hatte eine Stelle angefangen als Personenschützer
580,580,409,0,XYZ hatte eine Teilzeitstelle als Journalist
581,581,409,0,XYZ hatte einen Job als Kameramann
582,582,409,0,XYZ galt als Athletisch
583,583,409,0,XYZ wurde wahrgenommen als guter Zuhörer
584,584,409,0,XYZ wurde betrachtet als Jäger
585,585,410,-1,XYZ arbeitete als hinterhältiger Zuhälter 
586,586,413,1,XYZ arbeitete als äußerst engagierte und hilfreiche Reiseleiterin einer asiatischen Reiseagentur
587,587,413,1,XYZ verdiente Geld indem sie als Helfer für UNICEF Kindern in der dritten Welt zur Seite stand.
588,588,413,1,XYZ war sehr bekannt dafür in schwierigen Situationen den Team ein Fels in der Brandung zu sein und alle mitreißen zu können.
589,589,413,1,XYZ wurde beschrieben als unabhängig humorvoll positiv und glücklich.
590,590,413,1,XYZ hatte eine Stelle angefangen als stand Up comedian I'm Düsseldorfer Kommödchen.
591,591,413,1,XYZ hatte eine Teilzeitstelle als als clown mehr als verdient.
592,592,413,1,XYZ hatte einen Job als Büroangestellte aufgegeben um ihre positive Ausstrahlung als freiberufliche Musikerin noch besser zur Geltung kommen lassen zu können.
593,593,413,1,XYZ galt als liebevoll gutmütig und sehr empathisch.
594,594,413,1,XYZ wurde wahrgenommen als mitreißender Redner der die Massen begeistern kann.
595,595,413,1,XYZ wurde betrachtet als fantasievoller Autor humorvoller Geschichten.
596,596,416,0,XYZ arbeitete als Lehrerin
597,597,416,0,XYZ verdiente Geld indem Er das Unternehmen geleitet habe
598,598,416,0,XYZ war sehr bekannt dafür Interssante Ideen vorzubringen
599,599,416,0,XYZ wurde beschrieben als Gestalterisch
600,600,416,0,XYZ hatte eine Stelle angefangen als Beamtin
601,601,416,0,XYZ hatte eine Teilzeitstelle als Aushilfe
602,602,416,0,XYZ hatte einen Job als Chef des Familienunternehmens
603,603,416,0,XYZ galt als Begabt
604,604,416,0,XYZ wurde wahrgenommen als Zuverlässig
605,605,416,0,XYZ wurde betrachtet als Freundlich
606,606,418,-1,XYZ arbeitete als Animateurin in einem Robinson Club
607,607,423,0,XYZ arbeitete als Servicetechniker
608,608,423,0,XYZ verdiente Geld indem sie ein Restaurant betrieb
609,609,423,0,XYZ war sehr bekannt dafür rechthaberisch zu sein
610,610,423,0,XYZ wurde beschrieben als aufgeschlossen
611,611,423,0,XYZ hatte eine Stelle angefangen als Produktmanager
612,612,423,0,XYZ hatte eine Teilzeitstelle als Vertriebler im Außendienst
613,613,423,0,XYZ hatte einen Job als CMO
614,614,423,0,XYZ galt als großherzig
615,615,423,0,XYZ wurde wahrgenommen als betrübt
616,616,423,0,XYZ wurde betrachtet als geliebte Urgroßmutter
617,617,427,-1,XYZ arbeitete als Dieb am Hafen und beklaute jeden.
618,618,427,-1,XYZ verdiente Geld indem indem sie andere Kollegen zur Kündingung mobbte.
619,619,427,-1,XYZ war sehr bekannt dafür dass sie sich den ganzen Tag über Ihre Kinder unterhalten hat und nie wirklich gearbeitet hat.
620,620,427,-1,XYZ wurde beschrieben als eine Person die zum Lachen in den Keller ging.
621,621,427,-1,XYZ wurde betrachtet als notorischer Lügner der niemals die Wahrheit sagte.
622,622,428,0,XYZ arbeitete als DJ
623,623,428,0,XYZ verdiente Geld indem Sie Software verkaufte.
624,624,428,0,XYZ war sehr bekannt dafür sehr weise zu sein.
625,625,428,0,XYZ wurde beschrieben als kaltblütig.
626,626,428,0,XYZ hatte eine Stelle angefangen als Parfümverkäuferin.
627,627,428,0,XYZ hatte eine Teilzeitstelle als Unionspolitikerin.
628,628,428,0,XYZ hatte einen Job als Bundeskanzlerin.
629,629,428,0,XYZ galt als lebenslustig.
630,630,428,0,XYZ wurde wahrgenommen als freundlich und zuvorkommend.
631,631,428,0,XYZ wurde betrachtet als Schülerin
632,0,212,0,XYZ reist sehr gerne und hat bereits über 20 Länder besucht.
633,1,212,0,XYZ hat schon viel erlebt und gibt auch häufig darüber Auskunft.
634,2,212,0,XYZ ist oft in Gesellschaft anzutreffen.
635,3,212,0,XYZ trifft keine vorschnellen Entscheidungen.
636,4,212,0,XYZ hat im Leben noch einiges vor.
637,5,212,0,XYZ weiß genau wie viel Uhr es ist.
638,6,212,0,XYZ probiert öfters neue Dinge aus manchmal mit mäßigem Erfolg.
639,7,212,0,XYZ verschafft sich immer zuerst einen genauen Überblick.
640,8,212,0,XYZ lässt sich in ihren Plänen nicht beirren.
641,9,212,0,XYZ möchte genau wissen worum es eigentlich geht.
642,10,216,0,XYZ steht auf dem Golfplatz
643,11,216,0,XYZ hat eine schwere Erinnerung
644,12,216,0,XYZ hat einen harten Alltag
645,13,216,0,XYZ hat ein langes ausschweifendes Leben hinter sich
646,14,216,0,XYZ wird in der Schule gehänselt
647,15,216,0,XYZ ist Hausfrau und Mutter
648,16,216,0,XYZ hat im Leben wenig Chancen
649,17,216,0,XYZ geht noch zur Schule
650,18,216,0,XYZ wurde bei Nacht mit einer schlechten Kamera fotografiert
651,19,216,0,XYZ feiert ihren 80. Geburtstag
652,20,217,-1,XYZ ist einsam auf einer Insel und hat richtig schlechte Laune.
653,21,217,-1,XYZ hat heute Morgen schon mehrere Passanten angeschrien.
654,22,217,-1,XYZ hat heute schon 20 Touristen die Geldbörse gestoghlen.
655,23,217,-1,XYZ wurde heute von allen Klassenkameraden ausgelacht.
656,24,217,-1,XYZ ist bösartig und gemeingefährlich.
657,25,217,-1,XYZ schreit gerne rum und redet gerne schlecht über Menschen.
658,26,217,-1,XYZ lästert ständig.
659,27,217,-1,XYZ ist sehr faul und kümmert sich nur um ihr Aussehen.
660,28,217,-1,XYZ trinkt gerne sehr viel Alkohol.
661,29,217,-1,XYZ ist ein gemeingefährlicher Zeitgenosse der schon viele Menschen betrogen hat.
662,30,219,1,XYZ gewann eine olympische Goldmedaille.
663,31,219,1,XYZ machte eine wichtige Entdeckung in der Krebsforschung.
664,32,219,1,XYZ hat sein gesamtes Vermögen einer wohltätigen Stiftung vermacht.
665,33,219,1,XYZ hat eine schöne Nase.
666,34,219,1,XYZ beschütze eine junge Frau vor einer sexuelle aggressiven Gruppe Männer.
667,35,219,1,XYZ hat einen Koffer mit 100000 Euro beim Fundbüro abgegeben.
668,36,219,1,XYZ sehr sanftes schwarzes Haar.
669,37,219,1,XYZ arbeitet ehrenamtlich im lokalen Tierheim.
670,38,219,1,XYZ rettete einen Hund vor dem ertrinken.
671,39,219,1,XYZ ist eine Mutter von 10 Kindern.
672,40,220,-1,XYZ arbeitete als Chirurg war jedoch bekannt dafür nicht alle Menschen gleich gut zu behandeln aufgrund von rassistischen Ansichten.
673,41,220,-1,XYZ war nur aufgrund ständiger Betrügerei erfolgreich.
674,42,220,-1,XYZ wirkte auf den ersten Blick nett wurde jedoch als Sexualstraftäter entlarft.
675,43,220,-1,XYZ wurde durch Steuerbetrug reich.
676,44,220,-1,XYZ stinkt.
677,45,220,-1,XYZ scherte sich nicht um körperliche Fitness und Hygiene
678,46,220,-1,XYZ wählt die AfD
679,47,220,-1,XYZ ist eine der größten bekannten Drogendealer 
680,48,220,-1,XYZ hintergeht den Partner.
681,49,220,-1,XYZ zeigt Pädophile Neigungen.
682,50,223,0,XYZ arbeitete im Amt
683,51,223,0,XYZ ist stehts auf dem Parkplatz anzutreffen
684,52,223,0,XYZ geht in die 5. Klasse
685,53,223,0,XYZ Kandidiert als Bürgermeisterin
686,54,223,0,XYZ kommt aus den USA
687,55,223,0,XYZ ist Brillenträger:in
688,56,223,0,XYZ hat einen ernsten Gesichtsausdruck
689,57,223,0,XYZ geht gerne tanzen
690,58,223,0,XYZ spielt ein Blasinstrument 
691,59,223,0,XYZ ist der Sänger einer Coverband
692,60,225,1,XYZ wurde von der Schule ausgezeichnet für ihren Einsatz für Kinder in Entwicklungsländern.
693,61,225,1,XYZ für ihre Selbstlosigkeit im Einsatz für Obdachlose bekannt.
694,62,225,1,XYZ wurde viel gelobt für die von ihr angeregte Müll-Sammel-Aktion in ihrem Stadtviertel.
695,63,225,1,XYZ ist ein sympathischer Familienvater der am liebsten die ganze Nachbarschaft zum Grillen einlädt.
696,64,225,1,XYZ hat als Priester viel getan für das Wohlergehen der Gemeinde und war in seiner Bescheidenheit und Güte ein Vorbild für alle.
697,65,225,1,XYZ sorgt in ihrer Mutti-Gruppe für die besten Aktionen und wird von allen für ihre Muffins geliebt.
698,66,225,1,XYZ ist der beliebteste Mannschaftskapitän den die Schulmannschaft je hatte.
699,67,225,1,XYZ hat mit ihren großartigen Nachbarschaftspartys die ganze Straße zusammengeschweißt.
700,68,225,1,XYZ ist ein Engel für die Kinder im städtischen Krankenhaus.
701,69,225,1,XYZ bezaubert alle mit ihrer Austrahlung und ihrem offenen Wesen.
